id,source,doi,title,abstract,year,venue,authors,institutions,country_codes,cited_by_count,is_oa,oa_status,issn,keywords,block
https://openalex.org/W2033233314,openalex,10.1007/s002710100047,Software for missing data error analysis of Penman-Monteith reference evapotranspiration,,2002,Irrigation Science,J. G. Annandale; N. Z. Jovanovic; N. Benad x E; R. G. Allen,Health Systems Trust; University of Idaho; University of Pretoria,US;ZA,229,False,closed,0342-7188,Evapotranspiration; Context (archaeology); Penman–Monteith equation; Delphi; Meteorology; Computer science; Missing data; Software; Environmental science; Data mining; Geography; Machine learning,ETo_Software_Tools
https://openalex.org/W2259519722,openalex,10.1016/j.envsoft.2015.12.019,"An R package for modelling actual, potential and reference evapotranspiration",,2016,Environmental Modelling & Software,Danlu Guo; Seth Westra; Holger R. Maier,The University of Adelaide,AU,124,False,closed,1364-8152,Evapotranspiration; Terminology; Component (thermodynamics); Data mining; Computer science; Process (computing); Water cycle; R package; Surface runoff; Programming language,ETo_Software_Tools
https://openalex.org/W1984678359,openalex,10.3390/en7052821,Evapotranspiration Estimation with Remote Sensing and Various Surface Energy Balance Algorithms—A Review,"With the advent of new satellite technology, the radiative energy exchanges between Sun, Earth, and space may now be quantified accurately. Nevertheless, much less is known about the magnitude of the energy flows within the climate system and at the Earth’s surface, which cannot be directly measured by satellites. This review surveys the basic theories, observational methods, and different surface energy balance algorithms for estimating evapotranspiration (ET) from landscapes and regions with remotely sensed surface temperatures, and highlights uncertainties and limitations associated with those estimation methods. Although some of these algorithms were built up for specific land covers like irrigation areas only, methods developed for other disciplines like hydrology and meteorology, are also reviewed, where continuous estimates in space and in time are needed. Temporal and spatial scaling issues associated with the use of thermal remote sensing for estimating evapotranspiration are also discussed. A review of these different satellite based remote sensing approaches is presented. The main physical bases and assumptions of these algorithms are also discussed. Some results are shown for the estimation of evapotranspiration on a rice paddy of Chiayi Plain in Taiwan using remote sensing data.",2014,Energies,Yuei‐An Liou; Sanjib Kar,Center For Remote Sensing (United States); National Central University,TW;US,368,True,gold,1996-1073,Evapotranspiration; Remote sensing; Energy balance; Satellite; Environmental science; Radiative transfer; Estimation; Algorithm; Meteorology; Computer science; Geography; Engineering,ETo_Software_Tools
https://openalex.org/W2758804399,openalex,10.3133/sir20175087,A review of surface energy balance models for estimating actual evapotranspiration with remote sensing at high spatiotemporal resolution over large extents,"Many approaches have been developed for measuring or estimating actual evapotranspiration (ET a ), and research over many years has led to the development of remote sensing methods that are reliably reproducible and effective in estimating ET a . Several remote sensing methods can be used to estimate ET a at the high spatial resolution of agricultural fields and the large extent of river basins. More complex remote sensing methods apply an analytical approach to ET a estimation using physically based models of varied complexity that require a combination of ground-based and remote sensing data, and are grounded in the theory behind the surface energy balance model. This report, funded through cooperation with the International Joint Commission, provides an overview of selected remote sensing methods used for estimating water consumed through ET a and focuses on Mapping Evapotranspiration at High Resolution with Internalized Calibration (METRIC) and Operational Simplified Surface Energy Balance (SSEBop), two energy balance models for estimating ET a that are currently applied successfully in the United States. The METRIC model can produce maps of ET a at high spatial resolution (30 meters using Landsat data) for specific areas smaller than several hundred square kilometers in extent, an improvement in practice over methods used more generally at larger scales. Many studies validating METRIC estimates of ET a against measurements from lysimeters have shown model accuracies on daily to seasonal time scales ranging from 85 to 95 percent. The METRIC model is accurate, but the greater complexity of METRIC results in greater data requirements, and the internalized calibration of METRIC leads to greater skill required for implementation. In contrast, SSEBop is a simpler model, having reduced data requirements and greater ease of implementation without a substantial loss of accuracy in estimating ET a . The SSEBop model has been used to produce maps of ET a over very large extents (the conterminous United States) using lower spatial resolution (1 kilometer) Moderate Resolution Imaging Spectroradiometer (MODIS) data. Model accuracies ranging from 80 to 95 percent on daily to annual time scales have been shown in numerous studies that validated ET a estimates from SSEBop against eddy covariance measurements. The METRIC and SSEBop models can incorporate low and high spatial resolution data from MODIS and Landsat, but the high spatiotemporal resolution of ET a estimates using Landsat data over large extents takes immense computing power. Cloud computing is providing an opportunity for processing an increasing amount of geospatial ""big data"" in a decreasing period of time. For example, Google Earth Engine TM has been used to implement METRIC with automated calibration for regional-scale estimates of ET a using Landsat data. The U.S. Geological Survey also is using Google Earth Engine TM to implement SSEBop for estimating ET a in the United States at a continental scale using Landsat data.",2017,Scientific investigations report,Ryan R. McShane; Katelyn P. Driscoll; Roy Sando,,,78,True,bronze,2328-031X,Evapotranspiration; Metric (unit); Lysimeter; Remote sensing; Energy balance; Water balance; Environmental science; Calibration; Energy (signal processing); Computer science; Geography; Geology; Mathematics; Statistics; Engineering; Soil science; Physics,ETo_Software_Tools
https://openalex.org/W3080450611,openalex,10.5194/essd-13-447-2021,Synthesis of global actual evapotranspiration from 1982 to 2019,"Abstract. As a linkage among water, energy, and carbon cycles, global actual evapotranspiration (ET) plays an essential role in agriculture, water resource management, and climate change. Although it is difficult to estimate ET over a large scale and for a long time, there are several global ET datasets available with uncertainty associated with various assumptions regarding their algorithms, parameters, and inputs. In this study, we propose a long-term synthesized ET product at a kilometer spatial resolution and monthly temporal resolution from 1982 to 2019. Through a site-pixel evaluation of 12 global ET products over different time periods, land surface types, and conditions, the high-performing products were selected for the synthesis of the new dataset using a high-quality flux eddy covariance (EC) covering the entire globe. According to the study results, Penman–Monteith–Leuning (PML), the operational Simplified Surface Energy Balance (SSEBop), the Moderate Resolution Imaging Spectroradiometer (MODIS, MOD16A2105), and the Numerical Terradynamic Simulation Group (NTSG) ET products were chosen to create the synthesized ET set. The proposed product agreed well with flux EC ET over most of the all comparison levels, with a maximum relative mean error (RME) of 13.94 mm (17.13 %) and a maximum relative root mean square error (RRMSE) of 38.61 mm (47.45 %). Furthermore, the product performed better than local ET products over China, the United States, and the African continent and presented an ET estimation across all land cover classes. While no product can perform best in all cases, the proposed ET can be used without looking at other datasets and performing further assessments. Data are available on the Harvard Dataverse public repository through the following Digital Object Identifier (DOI): https://doi.org/10.7910/DVN/ZGOUED (Elnashar et al., 2020), as well as on the Google Earth Engine (GEE) application through this link: https://elnashar.users.earthengine.app/view/synthesizedet (last access: 21 January 2021).",2021,Earth system science data,Abdelrazek Elnashar; Linjiang Wang; Bingfang Wu; Weiwei Zhu; Hongwei Zeng,Aerospace Information Research Institute; Cairo University; Chinese Academy of Sciences; State Key Laboratory of Remote Sensing Science; University of Chinese Academy of Sciences,CN;EG,184,True,gold,1866-3508,Evapotranspiration; Environmental science; Land cover; Eddy covariance; Mean squared error; Flux (metallurgy); Moderate-resolution imaging spectroradiometer; Scale (ratio); Terrain; Meteorology; Climatology; Satellite; Statistics; Mathematics; Land use; Geography; Geology; Ecosystem; Cartography,ETo_Software_Tools
https://openalex.org/W2095079031,openalex,10.1016/j.pce.2011.07.035,Estimation of actual evapotranspiration using the Surface Energy Balance System (SEBS) algorithm in the Upper Manyame catchment in Zimbabwe,,2011,Physics and Chemistry of the Earth Parts A/B/C,Donald Tendayi Rwasoka; Webster Gumindoga; Juliet Gwenzi,University of Zimbabwe,ZW,88,False,closed,1474-7065,Evapotranspiration; Environmental science; Energy balance; Advection; Water balance; Arid; Hydrology (agriculture); Geology; Ecology,ETo_Software_Tools
https://openalex.org/W56475387,openalex,10.3133/sir20135126,Actual evapotranspiration modeling using the operational Simplified Surface Energy Balance (SSEBop) approach,"Remote-sensing technology and surface-energy-balance methods can provide accurate and repeatable estimates of actual evapotranspiration (ETa) when used in combination with local weather datasets over irrigated lands. Estimates of ETa may be used to provide a consistent, accurate, and efficient approach for estimating regional water withdrawals for irrigation and associated consumptive use (CU), especially in arid cropland areas that require supplemental water due to insufficient natural supplies from rainfall, soil moisture, or groundwater. ETa in these areas is considered equivalent to CU, and represents the part of applied irrigation water that is evaporated and/or transpired, and is not available for immediate reuse. A recent U.S. Geological Survey study demonstrated the application of the remote-sensing-based Simplified Surface Energy Balance (SSEB) model to estimate 10-year average ETa at 1-kilometer resolution on national and regional scales, and compared those ETa values to the U.S. Geological Survey's National Water-Use Information Program's 1995 county estimates of CU. The operational version of the operational SSEB (SSEBop) method is now used to construct monthly, county-level ETa maps of the conterminous United States for the years 2000, 2005, and 2010. The performance of the SSEBop was evaluated using eddy covariance flux tower datasets compiled from 2005 datasets, and the results showed a strong linear relationship in different land cover types across diverse ecosystems in the conterminous United States (correlation coefficient [r] ranging from 0.75 to 0.95). For example, r for woody savannas (0.75),",2013,Scientific investigations report,Mark E. Savoca; G. B. Senay; Molly A. Maupin; Joan F. Kenny; Charles A. Perry,,,59,True,bronze,2328-031X,Evapotranspiration; Environmental science; Eddy covariance; Hydrology (agriculture); Water balance; Energy balance; Arid; Geological survey; Irrigation; Ecosystem; Geology,ETo_Software_Tools
https://openalex.org/W2809524951,openalex,10.13031/aea.12614,Satellite Psychrometric Formulation of the Operational Simplified Surface Energy Balance (SSEBop) Model for Quantifying and Mapping Evapotranspiration,"Abstract. Remote sensing-based evapotranspiration (ET) can be derived using various methods, from soil moisture accounting to vegetation-index based approaches to simple and complex surface energy balance techniques. Due to the complexity of fully representing and parameterizing ET sub-processes, different models tend to diverge in their estimations. However, most models appear to provide reasonable estimations that can meet user requirements for seasonal water use estimation and drought monitoring. One such model is the Operational Simplified Surface Energy Balance (SSEBop). This study presents a formulation of the SSEBop model using the psychrometric principle for vapor pressure/relative humidity measurements where the “dry-bulb” and “wet-bulb” equivalent readings can be obtained from satellite-based land surface temperature estimates. The difference in temperature between the dry (desired location) and wet limit (reference value) is directly correlated to the soil-vegetation composite moisture status (surface humidity) and thus producing a fractional value (0-1) to scale the reference ET. The reference ET is independently calculated using available weather data through the standardized Penman-Monteith equation. Satellite Psychrometric Approach (SPA) explains the SSEBop model more effectively than the energy balance principle because SSEBop does not solve all terms of the surface energy balance such as sensible and ground-heat fluxes. The SPA explanation demonstrates the psychrometric constant for the air can be readily adapted to a comparable constant for the surface, thus allowing the creation of a “surface” psychrometric constant that is unique to a location and day-of-year. This new surface psychrometric constant simplifies the calculation and explanation of satellite-based ET for several applications in agriculture and hydrology. The SPA formulation of SSEBop was found to be an enhancement of the ET equation formulated in 1977 by pioneering researchers. With only two key parameters, improved model results can be obtained using a one-time calibration for any bias correction. The model can be set up quickly for routine monitoring and assessment of ET at landscape scales and beyond. Keywords: Dry-bulb, ET fraction, ET modeling, Remote sensing, Satellite psychrometry, Wet-bulb.",2018,Applied Engineering in Agriculture,G. B. Senay,,,153,True,bronze,0883-8542,Psychrometrics; Evapotranspiration; Sensible heat; Energy balance; Wet-bulb temperature; Latent heat; Environmental science; Water balance; Udic moisture regime; Lapse rate; Vegetation (pathology); Meteorology; Humidity; Hydrology (agriculture); Soil science; Geography; Thermodynamics; Soil water; Geology; Physics,ETo_Software_Tools
https://openalex.org/W2254481327,openalex,10.1016/j.jag.2016.01.010,Evaluating five remote sensing based single-source surface energy balance models for estimating daily evapotranspiration in a humid subtropical climate,,2016,International Journal of Applied Earth Observation and Geoinformation,Nishan Bhattarai; Stephen B. Shaw; Lindi J. Quackenbush; Jungho Im; Rewati Niraula,Purchase College; SUNY College of Environmental Science and Forestry; Tufts University; Ulsan National Institute of Science and Technology; University of Arizona,KR;US,139,True,green,0303-2434,Evapotranspiration; Mean squared error; Energy balance; Metric (unit); Environmental science; Available energy; Bowen ratio; Water balance; Vegetation (pathology); Mathematics; Meteorology; Remote sensing; Atmospheric sciences; Statistics; Hydrology (agriculture); Geography; Sensible heat; Energy (signal processing); Engineering; Geology; Ecology,ETo_Software_Tools
https://openalex.org/W2913851887,openalex,10.32614/rj-2016-051,water: Tools and Functions to Estimate Actual Evapotranspiration Using Land Surface Energy Balance Models in R,"The crop water requirement is a key factor in the agricultural process. It is usually estimated throughout actual evapotranspiration (ET a ). This parameter is the key to develop irrigation strategies, to improve water use efficiency and to understand hydrological, climatic, and ecosystem processes. Currently, it is calculated with classical methods, which are difficult to extrapolate, or with land surface energy balance models (LSEB), such as METRIC and SEBAL, which are based on remote sensing data. This paper describes water, an open implementation of LSEB. The package provides several functions to estimate the parameters of the LSEB equation from satellite data and proposes a new object class to handle weather station data. One of the critical steps in METRIC is the selection of ""cold"" and ""hot"" pixels, which water solves with an automatic method. The water package can process a batch of satellite images and integrates most of the already published sub-models for METRIC. Although water implements METRIC, it will be expandable to SEBAL and others in the near future. Finally, two different procedures are demonstrated using data that is included in water package.",2016,The R Journal,"Guillermo,Federico Olmedo; Samuel Ortega-Farías; Daniel,de,la Fuente-Sáiz; David,Fonseca- Luego; Fernando Fuentes-Peñailillo",,,59,True,hybrid,2073-4859,Evapotranspiration; Energy balance; Water balance; Environmental science; Hydrology (agriculture); Balance (ability); Surface water; Energy (signal processing); Geography; Mathematics; Geology; Statistics; Ecology; Environmental engineering; Biology; Geotechnical engineering,ETo_Software_Tools
